V1,V2,V3,V4,V5,V6,V7,V1.1,V2.1,V3.1,V4.1,V5.1,V6.1,V7.1,V1.2,V2.2,V3.2,V4.2,V5.2,V6.2,V7.2,V1.3,V2.3,V3.3,V4.3,V5.3,V6.3,V7.3,V1.4,V2.4,V3.4,V4.4,V5.4,V6.4,V7.4,V1.5,V2.5,V3.5,V4.5,V5.5,V6.5,V7.5,V1.6,V2.6,V3.6,V4.6,V5.6,V6.6,V7.6,V1.7,V2.7,V3.7,V4.7,V5.7,V6.7,V7.7,V1.8,V2.8,V3.8,V4.8,V5.8,V6.8,V7.8,V1.9,V2.9,V3.9,V4.9,V5.9,V6.9,V7.9,V1.10,V2.10,V3.10,V4.10,V5.10,V6.10,V7.10,V1.11,V2.11,V3.11,V4.11,V5.11,V6.11,V7.11,V1.12,V2.12,V3.12,V4.12,V5.12,V6.12,V7.12,V1.13,V2.13,V3.13,V4.13,V5.13,V6.13,V7.13,V1.14,V2.14,V3.14,V4.14,V5.14,V6.14,V7.14
2016.04.05,23:15,156.099,156.122,156.053,156.113,426,2016.04.05,23:30,156.111,156.173,156.093,156.097,564,2016.04.05,23:45,156.097,156.245,156.092,156.191,1089,2016.04.06,00:00,156.194,156.243,156.163,156.203,380,2016.04.06,00:15,156.202,156.202,156.169,156.191,327,2016.04.05,21:00,155.955,156.476,155.935,156.403,4067,2016.04.05,22:00,156.397,156.411,156.11,156.147,3637,2016.04.05,23:00,156.152,156.245,156.053,156.191,2837,2016.04.06,00:00,156.194,156.243,0,156.203,1723,2016.04.06,01:00,156.2,156.264,156.085,156.104,2263,2016.04.01,00:00,161.602,161.711,158.697,158.729,137910,2016.04.04,00:00,158.647,159.568,158.154,158.778,122020,2016.04.05,00:00,158.778,158.835,155.71,156.191,144764,2016.04.06,00:00,156.194,156.243,0,156.203,146139,2016.04.07,00:00,155.034,155.32,151.637,152.058,165871
2016.04.05,23:30,156.111,156.173,156.093,156.097,564,2016.04.05,23:45,156.097,156.245,156.092,156.191,1089,2016.04.06,00:00,156.194,156.243,156.163,156.203,380,2016.04.06,00:15,156.202,156.202,156.169,156.191,327,2016.04.06,00:30,156.185,156.222,156.178,156.213,405,2016.04.05,21:00,155.955,156.476,155.935,156.403,4067,2016.04.05,22:00,156.397,156.411,156.11,156.147,3637,2016.04.05,23:00,156.152,156.245,156.053,156.191,2837,2016.04.06,00:00,156.194,156.243,0,156.191,1723,2016.04.06,01:00,156.2,156.264,156.085,156.104,2263,2016.04.01,00:00,161.602,161.711,158.697,158.729,137910,2016.04.04,00:00,158.647,159.568,158.154,158.778,122020,2016.04.05,00:00,158.778,158.835,155.71,156.191,144764,2016.04.06,00:00,156.194,156.243,0,156.191,146139,2016.04.07,00:00,155.034,155.32,151.637,152.058,165871
2016.04.05,23:45,156.097,156.245,156.092,156.191,1089,2016.04.06,00:00,156.194,156.243,156.163,156.203,380,2016.04.06,00:15,156.202,156.202,156.169,156.191,327,2016.04.06,00:30,156.185,156.222,156.178,156.213,405,2016.04.06,00:45,156.213,156.218,156.148,156.203,611,2016.04.05,21:00,155.955,156.476,155.935,156.403,4067,2016.04.05,22:00,156.397,156.411,156.11,156.147,3637,2016.04.05,23:00,156.152,156.245,156.053,156.191,2837,2016.04.06,00:00,156.194,156.243,0,156.213,1723,2016.04.06,01:00,156.2,156.264,156.085,156.104,2263,2016.04.01,00:00,161.602,161.711,158.697,158.729,137910,2016.04.04,00:00,158.647,159.568,158.154,158.778,122020,2016.04.05,00:00,158.778,158.835,155.71,156.191,144764,2016.04.06,00:00,156.194,156.243,0,156.213,146139,2016.04.07,00:00,155.034,155.32,151.637,152.058,165871
2016.04.06,00:00,156.194,156.243,156.163,156.203,380,2016.04.06,00:15,156.202,156.202,156.169,156.191,327,2016.04.06,00:30,156.185,156.222,156.178,156.213,405,2016.04.06,00:45,156.213,156.218,156.148,156.203,611,2016.04.06,01:00,156.2,156.217,156.14,156.151,695,2016.04.05,21:00,155.955,156.476,155.935,156.403,4067,2016.04.05,22:00,156.397,156.411,156.11,156.147,3637,2016.04.05,23:00,156.152,156.245,156.053,156.191,2837,2016.04.06,00:00,156.194,156.243,0,156.203,1723,2016.04.06,01:00,156.2,156.264,156.085,156.104,2263,2016.04.01,00:00,161.602,161.711,158.697,158.729,137910,2016.04.04,00:00,158.647,159.568,158.154,158.778,122020,2016.04.05,00:00,158.778,158.835,155.71,156.191,144764,2016.04.06,00:00,156.194,156.243,0,156.203,146139,2016.04.07,00:00,155.034,155.32,151.637,152.058,165871
2016.04.06,00:15,156.202,156.202,156.169,156.191,327,2016.04.06,00:30,156.185,156.222,156.178,156.213,405,2016.04.06,00:45,156.213,156.218,156.148,156.203,611,2016.04.06,01:00,156.2,156.217,156.14,156.151,695,2016.04.06,01:15,156.151,156.208,156.141,156.177,453,2016.04.05,22:00,156.397,156.411,156.11,156.147,3637,2016.04.05,23:00,156.152,156.245,156.053,156.191,2837,2016.04.06,00:00,156.194,156.243,156.148,156.203,1723,2016.04.06,01:00,156.2,156.217,0,156.151,2263,2016.04.06,02:00,156.102,156.263,156.041,156.227,3100,2016.04.01,00:00,161.602,161.711,158.697,158.729,137910,2016.04.04,00:00,158.647,159.568,158.154,158.778,122020,2016.04.05,00:00,158.778,158.835,155.71,156.191,144764,2016.04.06,00:00,156.194,156.243,0,156.151,146139,2016.04.07,00:00,155.034,155.32,151.637,152.058,165871
2016.04.06,00:30,156.185,156.222,156.178,156.213,405,2016.04.06,00:45,156.213,156.218,156.148,156.203,611,2016.04.06,01:00,156.2,156.217,156.14,156.151,695,2016.04.06,01:15,156.151,156.208,156.141,156.177,453,2016.04.06,01:30,156.177,156.233,156.172,156.185,517,2016.04.05,22:00,156.397,156.411,156.11,156.147,3637,2016.04.05,23:00,156.152,156.245,156.053,156.191,2837,2016.04.06,00:00,156.194,156.243,156.148,156.203,1723,2016.04.06,01:00,156.2,156.217,0,156.177,2263,2016.04.06,02:00,156.102,156.263,156.041,156.227,3100,2016.04.01,00:00,161.602,161.711,158.697,158.729,137910,2016.04.04,00:00,158.647,159.568,158.154,158.778,122020,2016.04.05,00:00,158.778,158.835,155.71,156.191,144764,2016.04.06,00:00,156.194,156.243,0,156.177,146139,2016.04.07,00:00,155.034,155.32,151.637,152.058,165871
2016.04.06,00:45,156.213,156.218,156.148,156.203,611,2016.04.06,01:00,156.2,156.217,156.14,156.151,695,2016.04.06,01:15,156.151,156.208,156.141,156.177,453,2016.04.06,01:30,156.177,156.233,156.172,156.185,517,2016.04.06,01:45,156.185,156.264,156.085,156.104,598,2016.04.05,22:00,156.397,156.411,156.11,156.147,3637,2016.04.05,23:00,156.152,156.245,156.053,156.191,2837,2016.04.06,00:00,156.194,156.243,156.148,156.203,1723,2016.04.06,01:00,156.2,156.233,0,156.185,2263,2016.04.06,02:00,156.102,156.263,156.041,156.227,3100,2016.04.01,00:00,161.602,161.711,158.697,158.729,137910,2016.04.04,00:00,158.647,159.568,158.154,158.778,122020,2016.04.05,00:00,158.778,158.835,155.71,156.191,144764,2016.04.06,00:00,156.194,156.243,0,156.185,146139,2016.04.07,00:00,155.034,155.32,151.637,152.058,165871
2016.04.06,01:00,156.2,156.217,156.14,156.151,695,2016.04.06,01:15,156.151,156.208,156.141,156.177,453,2016.04.06,01:30,156.177,156.233,156.172,156.185,517,2016.04.06,01:45,156.185,156.264,156.085,156.104,598,2016.04.06,02:00,156.102,156.181,156.09,156.175,553,2016.04.05,22:00,156.397,156.411,156.11,156.147,3637,2016.04.05,23:00,156.152,156.245,156.053,156.191,2837,2016.04.06,00:00,156.194,156.243,156.148,156.203,1723,2016.04.06,01:00,156.2,156.264,0,156.104,2263,2016.04.06,02:00,156.102,156.263,156.041,156.227,3100,2016.04.01,00:00,161.602,161.711,158.697,158.729,137910,2016.04.04,00:00,158.647,159.568,158.154,158.778,122020,2016.04.05,00:00,158.778,158.835,155.71,156.191,144764,2016.04.06,00:00,156.194,156.264,0,156.104,146139,2016.04.07,00:00,155.034,155.32,151.637,152.058,165871
2016.04.06,01:15,156.151,156.208,156.141,156.177,453,2016.04.06,01:30,156.177,156.233,156.172,156.185,517,2016.04.06,01:45,156.185,156.264,156.085,156.104,598,2016.04.06,02:00,156.102,156.181,156.09,156.175,553,2016.04.06,02:15,156.175,156.177,156.128,156.165,552,2016.04.05,23:00,156.152,156.245,156.053,156.191,2837,2016.04.06,00:00,156.194,156.243,156.148,156.203,1723,2016.04.06,01:00,156.2,156.264,156.085,156.104,2263,2016.04.06,02:00,156.102,156.181,0,156.175,3100,2016.04.06,03:00,156.23,156.506,156.111,156.119,5651,2016.04.01,00:00,161.602,161.711,158.697,158.729,137910,2016.04.04,00:00,158.647,159.568,158.154,158.778,122020,2016.04.05,00:00,158.778,158.835,155.71,156.191,144764,2016.04.06,00:00,156.194,156.264,0,156.175,146139,2016.04.07,00:00,155.034,155.32,151.637,152.058,165871
2016.04.06,01:30,156.177,156.233,156.172,156.185,517,2016.04.06,01:45,156.185,156.264,156.085,156.104,598,2016.04.06,02:00,156.102,156.181,156.09,156.175,553,2016.04.06,02:15,156.175,156.177,156.128,156.165,552,2016.04.06,02:30,156.164,156.218,156.045,156.128,819,2016.04.05,23:00,156.152,156.245,156.053,156.191,2837,2016.04.06,00:00,156.194,156.243,156.148,156.203,1723,2016.04.06,01:00,156.2,156.264,156.085,156.104,2263,2016.04.06,02:00,156.102,156.181,0,156.165,3100,2016.04.06,03:00,156.23,156.506,156.111,156.119,5651,2016.04.01,00:00,161.602,161.711,158.697,158.729,137910,2016.04.04,00:00,158.647,159.568,158.154,158.778,122020,2016.04.05,00:00,158.778,158.835,155.71,156.191,144764,2016.04.06,00:00,156.194,156.264,0,156.165,146139,2016.04.07,00:00,155.034,155.32,151.637,152.058,165871
